episode,reward,length,coverage
0,-233.6,1000,0.4346590909090909
1,-252.7,1000,0.4034090909090909
2,-178.3,1000,0.5795454545454546
3,-204.3,1000,0.5284090909090909
4,-195.0,1000,0.5369318181818182
5,-271.1,1000,0.4090909090909091
6,-204.6,1000,0.5369318181818182
7,-320.4,1000,0.2869318181818182
8,-232.7,1000,0.44886363636363635
9,-95.9,1000,0.7670454545454546
10,-196.4,1000,0.5539772727272727
11,-182.3,1000,0.5852272727272727
12,-169.7,1000,0.5965909090909091
13,-153.1,1000,0.6647727272727273
14,-172.6,1000,0.6051136363636364
15,-236.6,1000,0.48011363636363635
16,-206.3,1000,0.5738636363636364
17,-219.2,1000,0.5596590909090909
18,-238.9,1000,0.5227272727272727
19,-345.7,1000,0.29545454545454547
20,-129.1,1000,0.7159090909090909
21,-377.9,1000,0.22727272727272727
22,-128.7,1000,0.6875
23,-225.7,1000,0.5
24,-116.8,1000,0.7585227272727273
25,-158.3,1000,0.625
26,-44.7,1000,0.8693181818181818
27,-92.3,1000,0.7727272727272727
28,-133.7,1000,0.7159090909090909
29,-108.8,1000,0.7755681818181818
30,-100.6,1000,0.7926136363636364
31,-180.3,1000,0.5909090909090909
32,-153.0,1000,0.6846590909090909
33,-108.2,1000,0.7471590909090909
34,-100.0,1000,0.7755681818181818
35,-77.0,1000,0.8210227272727273
36,-84.5,1000,0.8238636363636364
37,-61.5,1000,0.8522727272727273
38,-94.9,1000,0.7727272727272727
39,-74.3,1000,0.8522727272727273
40,-68.9,1000,0.8636363636363636
41,-119.2,1000,0.7357954545454546
42,-127.4,1000,0.7528409090909091
43,-135.2,1000,0.6960227272727273
44,-194.9,1000,0.5965909090909091
45,-61.9,1000,0.8465909090909091
46,-120.8,1000,0.7130681818181818
47,-96.3,1000,0.8352272727272727
48,-68.8,1000,0.8096590909090909
49,-174.2,1000,0.6676136363636364
50,-124.8,1000,0.6960227272727273
51,-65.9,1000,0.875
52,-116.9,1000,0.75
53,-104.0,1000,0.7414772727272727
54,-94.0,1000,0.7869318181818182
55,-118.3,1000,0.7329545454545454
56,-176.6,1000,0.5880681818181818
57,-91.5,1000,0.8011363636363636
58,-94.7,1000,0.8068181818181818
59,-113.3,1000,0.7386363636363636
60,-74.6,1000,0.8153409090909091
61,-76.7,1000,0.8522727272727273
62,-70.9,1000,0.8522727272727273
63,-77.3,1000,0.8125
64,-157.4,1000,0.6619318181818182
65,-54.6,1000,0.84375
66,-140.9,1000,0.6931818181818182
67,-163.1,1000,0.6647727272727273
68,-180.0,1000,0.6107954545454546
69,-213.2,1000,0.5823863636363636
70,-108.4,1000,0.7585227272727273
71,-198.7,1000,0.5625
72,-157.3,1000,0.6761363636363636
73,-101.4,1000,0.7698863636363636
74,-181.5,1000,0.6420454545454546
75,-166.3,1000,0.6875
76,-184.7,1000,0.625
77,-210.9,1000,0.6193181818181818
78,-230.3,1000,0.5681818181818182
79,-90.5,1000,0.8238636363636364
80,-52.1,1000,0.875
81,-126.6,1000,0.71875
82,-29.7,1000,0.8977272727272727
83,-76.1,1000,0.8352272727272727
84,-61.7,1000,0.8579545454545454
85,-90.5,1000,0.7727272727272727
86,-59.3,1000,0.8238636363636364
87,-95.2,1000,0.7755681818181818
88,-54.0,1000,0.8664772727272727
89,-125.2,1000,0.6960227272727273
90,-111.3,1000,0.7215909090909091
91,-178.1,1000,0.6818181818181818
92,-71.7,1000,0.8068181818181818
93,-100.6,1000,0.7642045454545454
94,-33.8,1000,0.8948863636363636
95,-53.6,1000,0.8551136363636364
96,-87.3,1000,0.8181818181818182
97,-68.0,1000,0.8267045454545454
98,-98.4,1000,0.7698863636363636
99,-100.6,1000,0.7642045454545454
100,-71.7,1000,0.8011363636363636
101,-91.7,1000,0.7954545454545454
102,-57.8,1000,0.8551136363636364
103,-78.2,1000,0.8494318181818182
104,-148.4,1000,0.6732954545454546
105,-87.1,1000,0.7840909090909091
106,-92.3,1000,0.7897727272727273
107,-156.4,1000,0.65625
108,-102.5,1000,0.7386363636363636
109,-79.9,1000,0.8068181818181818
110,-35.2,1000,0.8664772727272727
111,-44.7,1000,0.8977272727272727
112,-48.8,1000,0.8778409090909091
113,-95.5,1000,0.7556818181818182
114,-36.8,1000,0.8664772727272727
115,-104.9,1000,0.7443181818181818
116,-46.4,1000,0.8551136363636364
117,-89.6,1000,0.7926136363636364
118,-87.4,1000,0.7642045454545454
119,-77.3,1000,0.8068181818181818
120,-90.4,1000,0.7698863636363636
121,-167.4,1000,0.6164772727272727
122,-64.6,1000,0.8380681818181818
123,-23.8,1000,0.90625
124,-87.3,1000,0.7613636363636364
125,-107.1,1000,0.7670454545454546
126,-54.4,1000,0.8323863636363636
127,-225.0,1000,0.45738636363636365
128,-132.1,1000,0.6647727272727273
129,-69.1,1000,0.8181818181818182
130,-43.1,1000,0.8920454545454546
131,-76.4,1000,0.8210227272727273
132,-248.5,1000,0.4602272727272727
133,-180.3,1000,0.6193181818181818
134,-47.1,1000,0.8863636363636364
135,-64.0,1000,0.8494318181818182
136,-224.5,1000,0.5397727272727273
137,-159.6,1000,0.6505681818181818
138,-74.5,1000,0.8238636363636364
139,-97.3,1000,0.75
140,-132.3,1000,0.6988636363636364
