episode,reward,length,coverage
0,-98.8,1000,0.6846590909090909
1,2.0,1000,0.9005681818181818
2,-7.0,1000,0.8835227272727273
3,4.7,1000,0.9090909090909091
4,-4.2,1000,0.8948863636363636
5,-32.2,1000,0.8267045454545454
6,-125.6,1000,0.6505681818181818
7,-59.2,1000,0.78125
8,-72.0,1000,0.7528409090909091
9,-41.8,1000,0.8096590909090909
10,-112.8,1000,0.65625
11,-38.9,1000,0.8125
12,-41.7,1000,0.8181818181818182
13,-56.3,1000,0.7784090909090909
14,-67.1,1000,0.7727272727272727
15,-41.0,1000,0.8267045454545454
16,-38.4,1000,0.8153409090909091
17,-59.7,1000,0.8352272727272727
18,12.4,1000,0.9289772727272727
19,1.7,1000,0.9090909090909091
20,41.2,1000,0.9857954545454546
21,-17.5,1000,0.8579545454545454
22,24.0,1000,0.9517045454545454
23,-30.5,1000,0.8295454545454546
24,-168.3,1000,0.5284090909090909
25,-55.3,1000,0.7727272727272727
26,-56.8,1000,0.7755681818181818
27,-46.8,1000,0.8096590909090909
28,-49.9,1000,0.7897727272727273
29,-42.0,1000,0.8039772727272727
30,7.9,1000,0.9147727272727273
31,-125.8,1000,0.6278409090909091
32,-42.1,1000,0.8068181818181818
33,-71.2,1000,0.7414772727272727
34,-21.3,1000,0.8522727272727273
35,-84.3,1000,0.7159090909090909
36,-78.3,1000,0.7329545454545454
37,-127.1,1000,0.6193181818181818
38,-8.8,1000,0.8835227272727273
39,-0.2,1000,0.8948863636363636
40,24.0,1000,0.9517045454545454
41,5.2,1000,0.90625
42,-63.8,1000,0.7642045454545454
43,-165.6,1000,0.5369318181818182
44,-124.0,1000,0.6335227272727273
45,-61.4,1000,0.7755681818181818
46,-35.1,1000,0.8181818181818182
47,-5.1,1000,0.8863636363636364
48,-202.1,1000,0.4602272727272727
49,-177.3,1000,0.5170454545454546
50,-80.4,1000,0.7755681818181818
51,-87.9,1000,0.7102272727272727
52,-14.9,1000,0.8693181818181818
53,-47.1,1000,0.8011363636363636
54,-17.1,1000,0.8636363636363636
55,-18.1,1000,0.8693181818181818
56,-58.5,1000,0.7670454545454546
57,1.3,1000,0.8977272727272727
58,-59.7,1000,0.7670454545454546
59,-8.8,1000,0.8778409090909091
60,-26.8,1000,0.8494318181818182
61,12.8,1000,0.9403409090909091
62,4.1,1000,0.9090909090909091
63,-16.1,1000,0.8636363636363636
64,-21.5,1000,0.8579545454545454
65,7.3,1000,0.9204545454545454
66,4.1,1000,0.9090909090909091
67,7.7,1000,0.9261363636363636
68,-11.4,1000,0.8778409090909091
69,6.8,1000,0.9232954545454546
70,-87.2,1000,0.7073863636363636
71,-119.5,1000,0.6363636363636364
72,-41.2,1000,0.8153409090909091
73,-38.3,1000,0.8181818181818182
