episode,reward,length,coverage
0,65.9,140,1.0
1,45.5,180,1.0
2,7.1,267,1.0
3,-106.4,500,0.9886363636363636
4,-64.7,445,1.0
5,-40.9,369,1.0
6,63.3,144,1.0
7,-101.6,500,0.9886363636363636
8,-19.9,324,1.0
9,21.9,236,1.0
10,-40.1,382,1.0
11,61.5,149,1.0
12,-107.6,500,0.9659090909090909
13,1.3,286,1.0
14,52.3,170,1.0
15,-81.7,487,1.0
16,-113.6,500,0.9886363636363636
17,0.1,286,1.0
18,-87.1,493,1.0
19,41.3,188,1.0
20,33.9,209,1.0
21,-107.1,500,0.9772727272727273
22,-105.2,500,0.9431818181818182
23,8.1,255,1.0
24,-108.6,500,0.9886363636363636
25,-11.5,320,1.0
26,13.9,259,1.0
27,-100.2,500,0.9886363636363636
28,1.7,284,1.0
29,43.9,188,1.0
30,-92.1,483,1.0
31,-37.7,374,1.0
32,-120.7,500,0.9772727272727273
33,-104.4,500,0.9886363636363636
34,35.9,190,1.0
35,31.3,221,1.0
36,-22.5,344,1.0
37,-16.3,313,1.0
38,39.5,196,1.0
39,-7.1,287,1.0
40,-81.5,465,1.0
41,62.1,143,1.0
42,45.5,174,1.0
43,18.9,245,1.0
44,19.5,229,1.0
45,-17.3,336,1.0
46,64.7,139,1.0
47,-53.9,427,1.0
48,35.9,203,1.0
49,-65.1,437,1.0
50,-128.6,500,0.9659090909090909
51,-107.4,500,0.9431818181818182
52,-120.0,500,0.9886363636363636
53,13.9,254,1.0
54,-80.1,439,1.0
55,57.5,155,1.0
56,-152.8,500,0.8977272727272727
57,14.7,255,1.0
58,-137.9,500,0.9545454545454546
59,4.5,268,1.0
60,15.5,243,1.0
61,-131.7,500,0.9772727272727273
62,42.9,186,1.0
63,-42.9,375,1.0
64,-121.6,500,0.9659090909090909
65,15.5,248,1.0
66,-4.9,289,1.0
67,-83.3,489,1.0
68,-108.9,500,0.9545454545454546
69,-126.8,500,0.9886363636363636
70,18.1,227,1.0
71,49.9,171,1.0
72,62.1,139,1.0
73,-109.8,500,0.9886363636363636
74,-107.0,500,0.9886363636363636
75,-18.5,306,1.0
76,-22.5,344,1.0
77,45.1,184,1.0
78,54.5,157,1.0
79,52.7,172,1.0
80,41.1,194,1.0
81,-64.9,445,1.0
82,-59.9,405,1.0
83,4.1,270,1.0
84,48.5,172,1.0
85,-111.1,500,0.9772727272727273
86,-109.0,500,0.9886363636363636
87,53.5,168,1.0
88,41.5,189,1.0
89,-37.9,383,1.0
90,71.9,121,1.0
91,55.5,158,1.0
92,71.1,124,1.0
93,35.7,201,1.0
94,-15.1,321,1.0
95,-122.2,500,0.9204545454545454
96,70.5,125,1.0
97,5.1,279,1.0
98,72.1,124,1.0
99,-63.7,406,1.0
100,38.5,192,1.0
101,-20.7,337,1.0
102,-117.2,500,0.9886363636363636
103,29.9,217,1.0
104,23.5,235,1.0
105,48.7,170,1.0
106,53.7,162,1.0
107,-119.3,500,0.9545454545454546
108,-107.0,500,0.9886363636363636
109,63.9,141,1.0
110,33.1,212,1.0
111,29.9,217,1.0
112,-105.7,500,0.9545454545454546
113,-68.5,463,1.0
